,SMILES,A_Pred,B_Pred,C_Pred,A_test,B_test,C_test,A,B,C,Tmin,Tmax,T
280,CCCC1(CCCC1)C,11.56218232449317,-0.02760059448262321,-0.20945727643869522,11.522326612149481,-0.02750592054659424,-0.2079271182180758,20.24534128,3079.200993,-66.0,419,419,"[419.0, 419.0, 419.0, 419.0, 419.0, 419.0, 419.0, 419.0, 419.0, 419.0]"
281,CCC(CC)C(C)(C)C,17.53128432063375,1612.4017722089013,-141.87891314662787,20.662245269587643,3178.026791670112,-59.150049068636804,20.66224733,3178.027945,-59.15,302,435,"[302.0, 316.77777, 331.55554, 346.33334, 361.1111, 375.8889, 390.66666, 405.44446, 420.22223, 435.0]"
282,C=CC(=O)OO,13.363098421712731,373.98950421058726,-237.69478118959256,23.784552719186145,5054.197304452427,-25.940000017534278,23.78455272,5054.197305,-25.94,294,438,"[294.0, 310.0, 326.0, 342.0, 358.0, 374.0, 390.0, 406.0, 422.0, 438.0]"
283,C[C@H]1CC(C[C@@H]1C)C,17.351137706786048,1449.6721722739974,-139.97884832686805,20.66478016195767,3007.5215078408055,-53.34200054933423,20.66478018,3007.521519,-53.342,283,409,"[283.0, 297.0, 311.0, 325.0, 339.0, 353.0, 367.0, 381.0, 395.0, 409.0]"
284,CCCCCCCC(CC)CC,11.507733375335063,-0.023879354431345347,-0.18025772145455152,11.529412270775117,-0.02392360696362243,-0.1809787495831652,20.24287751,3405.638482,-91.15,482,482,"[482.0, 482.0, 482.0, 482.0, 482.0, 482.0, 482.0, 482.0, 482.0, 482.0]"
285,CCCC(C)(CC)CCC,19.230053346242386,2492.6888744891703,-109.44598908954232,20.741504686646675,3373.058236534061,-67.949947338886,20.74150231,3373.056903,-67.95,324,463,"[324.0, 339.44446, 354.8889, 370.33334, 385.77777, 401.22223, 416.66666, 432.1111, 447.55554, 463.0]"
286,CCCCCCC(C)(C)CC,11.398595078050626,-0.025056240882490394,-0.18714129594071052,11.522637449330603,-0.025329484809447092,-0.19148248128281833,20.00439877,3146.712788,-84.0,455,455,"[455.0, 455.0, 455.0, 455.0, 455.0, 455.0, 455.0, 455.0, 455.0, 455.0]"
287,CCCC(CC)(CC)CCC,11.533162885189379,-0.025296737671091262,-0.19143298106515078,11.515811152194756,-0.025258665637079035,-0.1908226854658297,19.98708333,3142.821419,-85.0,456,456,"[456.0, 456.0, 456.0, 456.0, 456.0, 456.0, 456.0, 456.0, 456.0, 456.0]"
288,CCCC(C)CCCC(C)C,11.521904781966162,-0.02549557108316943,-0.19272772016098913,11.52255690536273,-0.02549674502994833,-0.19275046260716433,20.12514633,3165.732141,-84.0,452,452,"[452.0, 452.0, 452.0, 452.0, 452.0, 452.0, 452.0, 452.0, 452.0, 452.0]"
289,CCC(C)CCCCC(C)C,11.51750935037799,-0.025262391874905577,-0.19088157095037186,11.522576275740622,-0.02527350946061878,-0.19106032484983024,20.14234664,3206.533949,-84.0,456,456,"[456.0, 456.0, 456.0, 456.0, 456.0, 456.0, 456.0, 456.0, 456.0, 456.0]"
290,CC(C)CCCCCC(C)C,11.369632369661694,-0.02493792779696786,-0.1857284845500303,11.522576275740622,-0.02527350946061878,-0.19106032484983024,20.14234664,3206.533949,-84.0,456,456,"[456.0, 456.0, 456.0, 456.0, 456.0, 456.0, 456.0, 456.0, 456.0, 456.0]"
291,CCCC(C)CCC(C)CC,11.526883679952562,-0.025338345767824417,-0.19163217212435785,11.522576997846741,-0.025329352202383804,-0.1914802711612962,20.13808686,3196.333497,-84.0,455,455,"[455.0, 455.0, 455.0, 455.0, 455.0, 455.0, 455.0, 455.0, 455.0, 455.0]"
292,CCCCCCC(C)(C)CCC,11.476815177921747,-0.02431942012171192,-0.18302998217259675,11.522683004977573,-0.02441712353077415,-0.1845859142578931,20.05477933,3266.493265,-89.15,472,472,"[472.0, 472.0, 472.0, 472.0, 472.0, 472.0, 472.0, 472.0, 472.0, 472.0]"
293,CCCCCC(C)CCC(C)C,11.51736405257097,-0.02445781104781411,-0.18479672456873705,11.52266360611504,-0.024468799002578843,-0.18497697472859428,20.22880871,3341.833849,-87.15,471,471,"[471.0, 471.0, 471.0, 471.0, 471.0, 471.0, 471.0, 471.0, 471.0, 471.0]"
294,C[C@@H]1CC[C@@H](C1(C)C)C,11.685145767872884,-0.028437778461505928,-0.21839818094498128,11.522370329009782,-0.02804145936208004,-0.21197754767314547,19.93875207,2920.460777,-64.0,411,411,"[411.0, 411.0, 411.0, 411.0, 411.0, 411.0, 411.0, 411.0, 411.0, 411.0]"
295,CC1(CC=CC1)C,15.683198450098649,784.1443138231092,-177.44754863393536,20.590085996258523,2809.845290902214,-51.14997860288455,20.59008432,2809.844589,-51.15,278,403,"[278.0, 291.8889, 305.77777, 319.66666, 333.55554, 347.44446, 361.33334, 375.22223, 389.1111, 403.0]"
296,CCC(CC)C(CC)CC,18.31022496945999,1966.6304700241262,-144.0907272515571,20.742540843118277,3392.169698737187,-68.949947052136,20.74253847,3392.168359,-68.95,327,466,"[327.0, 342.44446, 357.8889, 373.33334, 388.77777, 404.22223, 419.66666, 435.1111, 450.55554, 466.0]"
297,CCCCCCC#CC,12.851375412974667,156.55780937910876,-329.6969370171556,20.51708946189194,3059.1189044800917,-94.21503458278525,20.51709237,3059.120149,-94.215,371,435,"[371.0, 378.1111, 385.22223, 392.33334, 399.44446, 406.55554, 413.66666, 420.77777, 427.8889, 435.0]"
298,CCCC(C)C(C)(C)O,17.932963287633058,1588.8723235042864,-182.0114689933506,26.26835725777442,6385.072557691279,0.00010647861189936533,26.26835126,6385.068463,0.0,342,436,"[342.0, 352.44446, 362.8889, 373.33334, 383.77777, 394.22223, 404.66666, 415.1111, 425.55554, 436.0]"
299,CCC(CC)C(CC)O,14.977033187257966,601.1989059393595,-265.620820522528,25.25244468945249,5998.22997027697,-0.00011881614543813926,25.25245071,5998.234167,0.0,354,440,"[354.0, 363.55554, 373.1111, 382.66666, 392.22223, 401.77777, 411.33334, 420.8889, 430.44446, 440.0]"
300,C/C=C(/C)\C#N,10.93481906333873,297.1184528379079,-213.96079342095797,21.593553730355186,3758.2555220122567,-39.894952645686054,21.5935509,3758.25406,-39.895,265,413,"[265.0, 281.44446, 297.8889, 314.33334, 330.77777, 347.22223, 363.66666, 380.1111, 396.55554, 413.0]"
301,CCC(C)C(C)C(C)CC,17.316708691743933,1532.1311158474305,-168.05409157495959,20.714126934340236,3369.6043555975907,-68.94994723725942,20.71412457,3369.603025,-68.95,326,465,"[326.0, 341.44446, 356.8889, 372.33334, 387.77777, 403.22223, 418.66666, 434.1111, 449.55554, 465.0]"
302,CCCC(CC)C(C)(C)C,20.477312746624158,3233.4888167821623,-70.88245390051692,20.702174288814252,3325.854019287716,-66.74999335946549,20.70217416,3325.853908,-66.75,320,458,"[320.0, 335.33334, 350.66666, 366.0, 381.33334, 396.66666, 412.0, 427.33334, 442.66666, 458.0]"
303,CCC/C=C\C(C)C,17.859100712139885,1590.186680743337,-133.2734885498592,20.797685193601335,3031.813651458512,-58.15000792679823,20.79768539,3031.813792,-58.15,288,411,"[288.0, 301.66666, 315.33334, 329.0, 342.66666, 356.33334, 370.0, 383.66666, 397.33334, 411.0]"
304,CC(C)OC(=O)CCC(=O)C,22.024292511017254,4390.471939953712,-70.73848198764176,22.346908494298418,4564.104532204594,-59.66804373558287,22.34691069,4564.105883,-59.668,321,481,"[321.0, 338.77777, 356.55554, 374.33334, 392.1111, 409.8889, 427.66666, 445.44446, 463.22223, 481.0]"
305,CCC/C=C(/C)\CC,16.56241155045267,1152.638880433362,-166.89636656540503,20.76040481054453,3102.7326763517935,-58.150020535558724,20.76040653,3102.733413,-58.15,294,421,"[294.0, 308.1111, 322.22223, 336.33334, 350.44446, 364.55554, 378.66666, 392.77777, 406.8889, 421.0]"
306,CCC/C=C(\C)/CC,19.694431024784446,2987.940056490833,-63.765668347245715,20.76040481054453,3102.7326763517935,-58.150020535558724,20.76040653,3102.733413,-58.15,294,421,"[294.0, 308.1111, 322.22223, 336.33334, 350.44446, 364.55554, 378.66666, 392.77777, 406.8889, 421.0]"
307,CCCCCC(C(=O)C)C(=O)OCC,6.031239614457246,73.83212654963084,-288.7183972931165,22.92587763839759,5802.360067003879,-24.582964306329853,22.92587269,5802.357859,-24.583,293,373,"[293.0, 301.8889, 310.77777, 319.66666, 328.55554, 337.44446, 346.33334, 355.22223, 364.1111, 373.0]"
308,CC[C@@H](C(=O)OC)O,12.3777530517357,177.92371366093354,-290.0254451468742,20.340322909999927,2764.73234199996,-98.59100000000184,20.34032291,2764.732342,-98.591,313,412,"[313.0, 324.0, 335.0, 346.0, 357.0, 368.0, 379.0, 390.0, 401.0, 412.0]"
309,CCCCC(C)C(C)O,14.923400854556244,701.1773822520744,-244.78533037225017,21.54851018509823,3687.3587955237676,-71.35002422286168,21.54851233,3687.359768,-71.35,336,445,"[336.0, 348.1111, 360.22223, 372.33334, 384.44446, 396.55554, 408.66666, 420.77777, 432.8889, 445.0]"
310,CCC/C(=C\C)/CC,16.56241155045267,1152.638880433362,-166.89636656540503,20.76040481054453,3102.7326763517935,-58.150020535558724,20.76040653,3102.733413,-58.15,294,421,"[294.0, 308.1111, 322.22223, 336.33334, 350.44446, 364.55554, 378.66666, 392.77777, 406.8889, 421.0]"
311,CCCCCCC1CCC=C1,12.546588435634062,164.58207771615128,-353.8478675909594,21.558340038768762,4145.930394543732,-58.46312458358405,21.55834437,4145.933405,-58.463,403,473,"[403.0, 410.77777, 418.55554, 426.33334, 434.1111, 441.8889, 449.66666, 457.44446, 465.22223, 473.0]"
312,CCC(C)CCCCCO,7.229132921254879,-1.22491035284623,-363.29770251755275,24.328215015025904,6134.098555911398,0.0002295881000310739,24.32819306,6134.086688,0.0,356,373,"[356.0, 357.8889, 359.77777, 361.66666, 363.55554, 365.44446, 367.33334, 369.22223, 371.1111, 373.0]"
313,CC1OCOO1,8.871102291925878,1.1809656432279012,-282.0330045451987,24.293768163184275,4440.360221154515,-0.0003084774967298845,24.29379244,4440.371868,0.0,261,284,"[261.0, 263.55554, 266.1111, 268.66666, 271.22223, 273.77777, 276.33334, 278.8889, 281.44446, 284.0]"
314,CC/C=C\C(C)CC,17.65138953253605,1504.7008468625968,-140.5615218459066,20.797685193601335,3031.813651458512,-58.15000792679823,20.79768539,3031.813792,-58.15,288,411,"[288.0, 301.66666, 315.33334, 329.0, 342.66666, 356.33334, 370.0, 383.66666, 397.33334, 411.0]"
315,CCC(=O)COC,14.305434505737608,440.73132144470867,-236.9490978460205,21.25642724036823,3284.5561666105045,-68.43202173347927,21.25642942,3284.557045,-68.432,297,406,"[297.0, 309.1111, 321.22223, 333.33334, 345.44446, 357.55554, 369.66666, 381.77777, 393.8889, 406.0]"
316,CC(C)C(C)C(C)(C)C(C)C,11.538031831298438,-0.025419372931532232,-0.19244938579477738,11.522676829563602,-0.025385294646801646,-0.19190517942366542,19.93145288,3152.008734,-79.15,454,454,"[454.0, 454.0, 454.0, 454.0, 454.0, 454.0, 454.0, 454.0, 454.0, 454.0]"
317,CC1(CCCC1(C)C)C,11.581138869514998,-0.028531915962544594,-0.21692092200928578,11.522343373924933,-0.028387239300829023,-0.21458802449222134,19.9659456,2879.244504,-65.0,406,406,"[406.0, 406.0, 406.0, 406.0, 406.0, 406.0, 406.0, 406.0, 406.0, 406.0]"
318,CCC(C)CC#C,18.505139471667565,1699.3898142113458,-118.37622359633367,20.820667103523384,2872.0151434087875,-55.1499787490174,20.82066519,2872.014386,-55.15,272,388,"[272.0, 284.8889, 297.77777, 310.66666, 323.55554, 336.44446, 349.33334, 362.22223, 375.1111, 388.0]"
319,CCCC(CC)CC(C)C,19.099741844382162,2299.8617813053975,-127.93907904891921,20.76217792243511,3311.5771445615537,-70.85002062573025,20.76217953,3311.577881,-70.85,322,458,"[322.0, 337.1111, 352.22223, 367.33334, 382.44446, 397.55554, 412.66666, 427.77777, 442.8889, 458.0]"
320,CCCC(CC)C(C)CC,17.83562559076316,1747.310103384035,-158.5652491670196,20.75041346845726,3371.445216724284,-69.84999280765695,20.75041332,3371.445093,-69.85,326,464,"[326.0, 341.33334, 356.66666, 372.0, 387.33334, 402.66666, 418.0, 433.33334, 448.66666, 464.0]"
321,CCCC(C)C(CC)CC,18.474885304855995,2071.168629208201,-138.19565173442166,20.753590992537454,3377.4319128801603,-70.14999403798889,20.75359088,3377.431814,-70.15,327,465,"[327.0, 342.33334, 357.66666, 373.0, 388.33334, 403.66666, 419.0, 434.33334, 449.66666, 465.0]"
322,CCCCC(C)C(C)(C)C,16.87253672252767,1360.228647282755,-178.71592111221312,20.72319694170057,3329.7684450793276,-68.74999204377647,20.72319676,3329.768303,-68.75,322,460,"[322.0, 337.33334, 352.66666, 368.0, 383.33334, 398.66666, 414.0, 429.33334, 444.66666, 460.0]"
323,CCCCC(C)(C)C(C)C,19.301305289312825,2556.303375418067,-106.3825546190064,20.716174018060258,3356.708672255169,-68.14999281120176,20.71617387,3356.708549,-68.15,324,462,"[324.0, 339.33334, 354.66666, 370.0, 385.33334, 400.66666, 416.0, 431.33334, 446.66666, 462.0]"
324,CCCC(C)C(C)C(C)C,17.259268160510068,1518.0972919181927,-167.61691869751098,20.721124577639397,3342.6629014526475,-69.5499928566536,20.72112443,3342.662779,-69.55,324,462,"[324.0, 339.33334, 354.66666, 370.0, 385.33334, 400.66666, 416.0, 431.33334, 446.66666, 462.0]"
325,CCC(CC)C(C)C(C)C,17.43801387878132,1595.2179313060615,-162.00112858645932,20.707449397114946,3357.1703648812136,-68.44994854272669,20.70744708,3357.169066,-68.45,324,463,"[324.0, 339.44446, 354.8889, 370.33334, 385.77777, 401.22223, 416.66666, 432.1111, 447.55554, 463.0]"
326,CCC(CC(C)C)C(C)C,19.01266853578418,2417.4392203976245,-106.55901484765613,20.71509005814522,3291.0841396404585,-69.05002061248058,20.71509166,3291.084873,-69.05,320,456,"[320.0, 335.1111, 350.22223, 365.33334, 380.44446, 395.55554, 410.66666, 425.77777, 440.8889, 456.0]"
327,CCC(CC)C(C)(C)CC,17.929935800948034,1834.531480682731,-147.86010535896597,20.69512810574577,3391.9379782295223,-66.15000712528378,20.69512825,3391.9381,-66.15,325,466,"[325.0, 340.66666, 356.33334, 372.0, 387.66666, 403.33334, 419.0, 434.66666, 450.33334, 466.0]"
328,CCC(C)C(C)(C)C(C)C,17.39338088097922,1572.8663059189103,-164.5521716555143,20.648038482497693,3396.173720134815,-65.43004846508265,20.64804038,3396.174857,-65.43,326,468,"[326.0, 341.77777, 357.55554, 373.33334, 389.1111, 404.8889, 420.66666, 436.44446, 452.22223, 468.0]"
329,CC(C)CC(C)(C)C(C)C,19.29457568583216,2613.0856693756396,-93.55871486697369,20.66646296994256,3290.855718106077,-66.24995331393508,20.66646106,3290.854615,-66.25,318,455,"[318.0, 333.22223, 348.44446, 363.66666, 378.8889, 394.1111, 409.33334, 424.55554, 439.77777, 455.0]"
330,CCC(C)(C(C)C)C(C)C,17.62623001544588,1721.5561558483307,-153.72356210766947,20.587549964080022,3423.068321461419,-64.83002104100777,20.58755147,3423.069051,-64.83,328,473,"[328.0, 344.1111, 360.22223, 376.33334, 392.44446, 408.55554, 424.66666, 440.77777, 456.8889, 473.0]"
331,CCC(C)CCC(C)O,19.314196476685176,2249.073931041814,-151.44441638868693,20.753431644526483,3131.0560010469,-105.64997979769184,20.7534297,3131.055209,-105.65,344,451,"[344.0, 355.8889, 367.77777, 379.66666, 391.55554, 403.44446, 415.33334, 427.22223, 439.1111, 451.0]"
332,CCCC(CCC)CO,15.771931757760546,835.741397529186,-259.6212512863613,26.70560607003902,6861.699224392111,-0.00011014529124966146,26.70561217,6861.703577,0.0,359,454,"[359.0, 369.55554, 380.1111, 390.66666, 401.22223, 411.77777, 422.33334, 432.8889, 443.44446, 454.0]"
333,CCCCCCCCC#CC,16.148716920399224,1180.5484897881602,-229.31349390907332,21.435913521548944,4112.415436248576,-64.15005730437922,21.43591592,4112.416976,-64.15,361,510,"[361.0, 377.55554, 394.1111, 410.66666, 427.22223, 443.77777, 460.33334, 476.8889, 493.44446, 510.0]"
334,CCC(CC)(CC)C(C)(C)C,11.132692602255776,-0.0241011817001091,-0.17536405596403218,11.522756504736368,-0.024945663020792933,-0.18858468868443662,19.75873597,3104.943894,-85.0,462,462,"[462.0, 462.0, 462.0, 462.0, 462.0, 462.0, 462.0, 462.0, 462.0, 462.0]"
335,CCCCCC(C)CO,15.05201632121397,703.3253084198003,-265.1055235689693,19.13655631428478,2307.4213697715586,-145.54995987374866,19.13655445,2307.420522,-145.55,345,455,"[345.0, 357.22223, 369.44446, 381.66666, 393.8889, 406.1111, 418.33334, 430.55554, 442.77777, 455.0]"
336,C[C@H]1CC[C@H](C1)C(C)C,11.521302988268465,-0.027768461883762308,-0.20989228588005235,11.522340474106214,-0.027770724845923897,-0.20993291881029208,20.09772254,2992.784975,-66.0,415,415,"[415.0, 415.0, 415.0, 415.0, 415.0, 415.0, 415.0, 415.0, 415.0, 415.0]"
337,CCCC(=C)C(C)C,17.51784637563834,1394.438472421073,-149.32167718312084,20.80406346327351,3031.1229372451935,-58.15000508157995,20.80406355,3031.123016,-58.15,288,411,"[288.0, 301.66666, 315.33334, 329.0, 342.66666, 356.33334, 370.0, 383.66666, 397.33334, 411.0]"
338,CCC(CC)CC(C)C(C)C,11.538969494846622,-0.02559025321211373,-0.19376280037084684,11.52256967123027,-0.02555387030252018,-0.1931784173541625,20.08498925,3150.949545,-83.0,451,451,"[451.0, 451.0, 451.0, 451.0, 451.0, 451.0, 451.0, 451.0, 451.0, 451.0]"
339,CCC(C)CC(CC)C(C)C,11.53784079613244,-0.025701975695508337,-0.1945859886815341,11.522554359998654,-0.025667165026672767,-0.19403806404274423,20.07640061,3130.686796,-83.0,449,449,"[449.0, 449.0, 449.0, 449.0, 449.0, 449.0, 449.0, 449.0, 449.0, 449.0]"
340,CCC(C)C(CC)C(C)CC,11.57797819427161,-0.025506930770942002,-0.1938677847208355,11.522544740610826,-0.025384764880974138,-0.19190120115493448,20.07465064,3164.258486,-84.0,454,454,"[454.0, 454.0, 454.0, 454.0, 454.0, 454.0, 454.0, 454.0, 454.0, 454.0]"
341,CCC(C)CC(C)C(C)(C)C,11.713332643222419,-0.026209535761572356,-0.20183794002828828,11.522599903647544,-0.025782835785717835,-0.1949090095702278,20.00925723,3138.76887,-77.15,447,447,"[447.0, 447.0, 447.0, 447.0, 447.0, 447.0, 447.0, 447.0, 447.0, 447.0]"
342,CCC(C)(C)CCC(C)(C)C,11.567794817684762,-0.026355901467610722,-0.2001191163240337,11.52262738393645,-0.026252714733164317,-0.1984626178804984,19.93377849,3077.197744,-73.15,439,439,"[439.0, 439.0, 439.0, 439.0, 439.0, 439.0, 439.0, 439.0, 439.0, 439.0]"
343,CCC(C)CC(C)(C)C(C)C,11.56222326620579,-0.025756310334068146,-0.1954603577731454,11.522619574626061,-0.025667579415895682,-0.19404146272660716,20.01713207,3158.663205,-77.15,449,449,"[449.0, 449.0, 449.0, 449.0, 449.0, 449.0, 449.0, 449.0, 449.0, 449.0]"
344,CC(C)CCC(C)(C)C(C)C,11.525429484126548,-0.025731787715675285,-0.1945748555589499,11.522599148423247,-0.02572573569172566,-0.19447343852489177,20.01319465,3148.716037,-77.15,448,448,"[448.0, 448.0, 448.0, 448.0, 448.0, 448.0, 448.0, 448.0, 448.0, 448.0]"
345,CC(C)CC(C)(C)CC(C)C,11.348588606421217,-0.025974666635023586,-0.19304927023594562,11.522488446506213,-0.026372840825340447,-0.1993661685598472,20.10948875,3141.531972,-71.15,437,437,"[437.0, 437.0, 437.0, 437.0, 437.0, 437.0, 437.0, 437.0, 437.0, 437.0]"
346,CCCC(C)(C(C)C)C(C)C,11.540193338373706,-0.025312164167849222,-0.19168090074965635,11.522652290214653,-0.02527367586319344,-0.19106304554768913,19.89019055,3112.703606,-84.0,456,456,"[456.0, 456.0, 456.0, 456.0, 456.0, 456.0, 456.0, 456.0, 456.0, 456.0]"
347,CC[C@H](C)C(C(C)C)C(C)C,11.54276624350813,-0.025770269061107284,-0.1951971920217365,11.522550233868186,-0.025724880404305994,-0.1944718461179774,20.01296439,3098.980199,-83.0,448,448,"[448.0, 448.0, 448.0, 448.0, 448.0, 448.0, 448.0, 448.0, 448.0, 448.0]"
348,CCC(CC)C(CC)C(C)C,11.50266831166149,-0.025452988798120017,-0.19204513141145066,11.522563543699484,-0.02549750617576723,-0.1927510673580747,20.04287497,3126.933582,-85.0,452,452,"[452.0, 452.0, 452.0, 452.0, 452.0, 452.0, 452.0, 452.0, 452.0, 452.0]"
349,CCC(CC)(CC)CC(C)C,11.517153600349689,-0.02548481535952003,-0.19255850036182204,11.522563543699484,-0.02549750617576723,-0.1927510673580747,20.04287497,3126.933582,-85.0,452,452,"[452.0, 452.0, 452.0, 452.0, 452.0, 452.0, 452.0, 452.0, 452.0, 452.0]"
350,CCC(C)(C)C(C)(C)C(C)C,11.524739127837737,-0.02505831373365918,-0.1894738722467437,11.52276236520638,-0.025054014077568743,-0.1894046939093539,19.77529155,3126.450039,-81.15,460,460,"[460.0, 460.0, 460.0, 460.0, 460.0, 460.0, 460.0, 460.0, 460.0, 460.0]"
351,CCC(C)(C(C)C)C(C)(C)C,11.518382681114492,-0.025098965829123618,-0.18966452954708546,11.522731580518737,-0.025108684495735882,-0.18981624701910482,19.77144624,3116.756156,-81.15,459,459,"[459.0, 459.0, 459.0, 459.0, 459.0, 459.0, 459.0, 459.0, 459.0, 459.0]"
352,CCCC(C(C)C)C(C)C,17.435493921141187,1606.5953353407454,-160.11294764973127,20.46060995999998,3318.025118999991,-68.45000000000027,20.46060996,3318.025119,-68.45,326,470,"[326.0, 342.0, 358.0, 374.0, 390.0, 406.0, 422.0, 438.0, 454.0, 470.0]"
353,CCCCCC(CC)C(C)C,11.521692854197086,-0.02532764649678456,-0.1914487552441048,11.522585692669258,-0.02532937131803896,-0.19148062717981226,20.16129692,3213.579859,-83.0,455,455,"[455.0, 455.0, 455.0, 455.0, 455.0, 455.0, 455.0, 455.0, 455.0, 455.0]"
354,CCCCC(CC)C(C)CC,11.509906451934546,-0.025301012996994332,-0.19103341181584607,11.522576997846741,-0.025329352202383804,-0.1914802711612962,20.13808686,3196.333497,-84.0,455,455,"[455.0, 455.0, 455.0, 455.0, 455.0, 455.0, 455.0, 455.0, 455.0, 455.0]"
355,CCCCCC(C)C(C)(C)C,11.520350299996851,-0.025492337105270244,-0.19267253548423668,11.522633463850736,-0.025497660863948668,-0.19275341038130345,20.04333548,3176.922705,-79.15,452,452,"[452.0, 452.0, 452.0, 452.0, 452.0, 452.0, 452.0, 452.0, 452.0, 452.0]"
356,CCC(C)CCCC(C)(C)C,11.526820631417584,-0.025792045083426824,-0.19506026844439078,11.522558728286883,-0.02578250462385549,-0.19490745199241127,20.09238055,3178.097023,-76.15,447,447,"[447.0, 447.0, 447.0, 447.0, 447.0, 447.0, 447.0, 447.0, 447.0, 447.0]"
357,CCCCCC(C)(C)C(C)C,11.515238418708243,-0.025312976022049,-0.19122120972160342,11.52261358143358,-0.02532943228231718,-0.19148152865706253,20.03255939,3189.93231,-80.15,455,455,"[455.0, 455.0, 455.0, 455.0, 455.0, 455.0, 455.0, 455.0, 455.0, 455.0]"
358,CC(C)CCCC(C)C(C)C,11.509399310927055,-0.02546836578657414,-0.19228409527431953,11.522556156904537,-0.02549748947607283,-0.1927504825063053,20.17856631,3227.372344,-79.15,452,452,"[452.0, 452.0, 452.0, 452.0, 452.0, 452.0, 452.0, 452.0, 452.0, 452.0]"
359,CCCCC(C)(C)CC(C)C,11.523811975230291,-0.025959372177412225,-0.1962699704710114,11.522548683318126,-0.025956763519438524,-0.19622447724359038,20.10375532,3165.156495,-75.15,444,444,"[444.0, 444.0, 444.0, 444.0, 444.0, 444.0, 444.0, 444.0, 444.0, 444.0]"
360,C[C@H]1CCC([C@H]1C)(C)C,11.684696588783254,-0.028437161271465186,-0.21838027629673698,11.522403074831985,-0.028041777437595602,-0.21197940083736874,19.91452887,2903.651906,-65.0,411,411,"[411.0, 411.0, 411.0, 411.0, 411.0, 411.0, 411.0, 411.0, 411.0, 411.0]"
361,CCCCC(C)(CC)C(C)CC,11.520552829252368,-0.02430883653578483,-0.1837345648694786,11.52269278082413,-0.024313591707549067,-0.1838069132355555,20.13735003,3315.331094,-89.15,474,474,"[474.0, 474.0, 474.0, 474.0, 474.0, 474.0, 474.0, 474.0, 474.0, 474.0]"
362,CCCCC(C)(C)C(CC)CC,11.52927348416429,-0.024482871293856765,-0.18520242735767248,11.522740235087564,-0.02446875451887704,-0.18497959232364378,19.99173455,3233.865634,-89.15,471,471,"[471.0, 471.0, 471.0, 471.0, 471.0, 471.0, 471.0, 471.0, 471.0, 471.0]"
363,CCC(CC)CCC(CC)CC,11.486862741481154,-0.024187003249214346,-0.18221223999495953,11.522694788971826,-0.02426247583024515,-0.18341983389426605,20.17803671,3330.988673,-90.15,475,475,"[475.0, 475.0, 475.0, 475.0, 475.0, 475.0, 475.0, 475.0, 475.0, 475.0]"
364,CCCCC(CC)CC(C)(C)C,11.639798435680207,-0.02530857483597722,-0.19351763876125344,11.522623506495911,-0.025053712463022394,-0.1894001071071763,20.0579569,3207.984577,-84.15,460,460,"[460.0, 460.0, 460.0, 460.0, 460.0, 460.0, 460.0, 460.0, 460.0, 460.0]"
365,CCCCCC(C)(CC)C(C)C,11.514171084794468,-0.024244284673367974,-0.18313172480415935,11.522748251294962,-0.024262349983591426,-0.18342195508684245,19.98639256,3257.213847,-90.15,475,475,"[475.0, 475.0, 475.0, 475.0, 475.0, 475.0, 475.0, 475.0, 475.0, 475.0]"
366,CCC(CC)(CC(C)C)C(C)C,11.53008483594959,-0.024536583051152618,-0.18562394779131164,11.522721250719037,-0.0245206699198748,-0.18537254285755395,19.95077156,3218.231081,-88.15,470,470,"[470.0, 470.0, 470.0, 470.0, 470.0, 470.0, 470.0, 470.0, 470.0, 470.0]"
367,CCC(C(C)C)C(CC)C(C)C,11.556866801469877,-0.024804529521854704,-0.18814211857280635,11.522627097603422,-0.02473101410930239,-0.18696080786148142,20.11222883,3262.740051,-86.15,466,466,"[466.0, 466.0, 466.0, 466.0, 466.0, 466.0, 466.0, 466.0, 466.0, 466.0]"
368,CCCC(C(C)CC)C(C)(C)C,11.510768568264519,-0.024865918214091422,-0.18776215880684952,11.522650685829165,-0.024891357218031655,-0.1881727348849793,20.01093811,3215.767315,-84.15,463,463,"[463.0, 463.0, 463.0, 463.0, 463.0, 463.0, 463.0, 463.0, 463.0, 463.0]"
369,CCCC(CC(C)C)C(C)CC,11.506289181515617,-0.024855970152499827,-0.18760711911204178,11.521039580956147,-0.024888114005279693,-0.18811736412875338,24.1189111,4772.683252,-84.15,463,463,"[463.0, 463.0, 463.0, 463.0, 463.0, 463.0, 463.0, 463.0, 463.0, 463.0]"
370,CCCC(C)(CCC)C(C)CC,11.53165956659473,-0.024487908025169033,-0.1852835993279534,11.522711102707621,-0.024468899873747157,-0.18497853495478864,20.03605932,3267.828764,-87.15,471,471,"[471.0, 471.0, 471.0, 471.0, 471.0, 471.0, 471.0, 471.0, 471.0, 471.0]"
371,CCCC(C(C)CC)C(C)CC,11.508925537848903,-0.0245434653588546,-0.18529593734197466,11.521118628389706,-0.024569714545052326,-0.18571288019560162,24.0890696,4811.619965,-86.15,469,469,"[469.0, 469.0, 469.0, 469.0, 469.0, 469.0, 469.0, 469.0, 469.0, 469.0]"
372,CCCC(CC(C)(C)C)C(C)C,11.768668511896033,-0.025870510476226273,-0.20029321317804305,11.522636087717302,-0.02532900519987428,-0.19148202497363218,20.04616766,3186.501458,-81.15,455,455,"[455.0, 455.0, 455.0, 455.0, 455.0, 455.0, 455.0, 455.0, 455.0, 455.0]"
